JOB_TITLE,Years_Of_Service,Age,Gender,Race,ObjectID,CreationDate,Creator,EditDate,Editor
Police Officer,24,47,Male,White,320,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,24,47,Male,Black/African American,321,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Lieutenant,24,47,Female,White,322,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,17,46,Male,White,323,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,24,46,Male,White,324,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Data Analytics Manager,24,47,Female,White,325,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,24,58,Male,Black/African American,326,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,24,54,Male,White,327,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,24,53,Male,Black/African American,328,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Captain,24,51,Male,White,329,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,24,49,Male,Asian / Pacific Islander,330,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,24,49,Male,Not Specified,331,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Lieutenant,24,48,Male,Black/African American,332,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Lieutenant,24,47,Male,White,333,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Lieutenant,24,47,Male,White,334,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,24,47,Male,White,335,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Lieutenant,24,47,Male,White,336,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,24,45,Male,White,337,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,24,49,Male,Black/African American,338,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,23,57,Male,White,339,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,23,53,Female,Black/African American,340,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,52,Male,White,341,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,51,Male,White,342,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,50,Male,Black/African American,343,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,49,Male,White,344,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,48,Female,White,345,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,48,Male,White,346,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,47,Male,White,347,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,23,47,Male,White,348,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,47,Female,Hispanic/Latino,349,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,46,Male,White,350,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Administrative Officer I,26,64,Female,White,351,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,23,50,Male,White,352,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Administrative Officer I,23,46,Male,White,353,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,50,Male,Black/African American,354,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,49,Male,White,355,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Major,23,48,Male,White,356,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,47,Male, ,357,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,47,Male,White,358,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,47,Male,White,359,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,23,47,Male,White,360,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,47,Male,White,361,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,23,46,Male,White,362,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Lieutenant,23,46,Male,White,363,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Investigation Tech,23,57,Female,White,364,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Administrative Officer I,23,65,Male,Black/African American,365,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Property Manager,23,55,Male,White,366,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Business Systems Prog Manager,1,56,Male, ,367,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,57,Male,White,368,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,23,55,Male,Black/African American,369,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,53,Male,White,370,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,51,Male,White,371,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,51,Male,White,372,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,49,Male,White,373,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,23,48,Male,White,374,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,47,Male,White,375,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,47,Male,White,376,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,47,Male,White,377,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,47,Male,White,378,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,23,47,Male,White,379,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,23,46,Male,White,380,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,46,Male,White,381,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,46,Male,White,382,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,21,47,Female,White,383,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,52,Female,Black/African American,384,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommun Supv,23,45,Female,White,385,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,54,Male,White,386,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,53,Male,Black/African American,387,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,51,Male,White,388,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,51,Male,Black/African American,389,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,50,Male,Black/African American,390,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,50,Male,White,391,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,50,Male,White,392,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,49,Male,White,393,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,49,Female,White,394,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,49,Male,Black/African American,395,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,49,Male,White,396,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,49,Male,White,397,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,47,Female,White,398,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,47,Male,White,399,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,47,Male,White,400,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,46,Male,White,401,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommun Supv,17,46,Female,White,402,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Captain,23,46,Male,White,403,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,46,Male,White,404,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,46,Male,American Indian/Alaska Native,405,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,46,Male,Black/African American,406,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,23,45,Male,Black/African American,407,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Captain,23,44,Male,White,408,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Lieutenant,23,44,Male,White,409,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,23,44,Male,White,410,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Senior Tech Service Specialist,23,70,Male,White,411,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,22,54,Female,White,412,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,22,47,Female,Black/African American,413,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Kennel Supervisor,22,53,Female,White,414,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,50,Male,White,415,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,50,Male,White,416,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Captain,22,49,Male,White,417,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,48,Male,White,418,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,48,Male,White,419,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Captain,22,48,Female,White,420,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Major,22,47,Female,Black/African American,421,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,22,47,Male,Hispanic/Latino,422,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Captain,22,47,Female,White,423,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,47,Male,White,424,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Lieutenant,22,46,Male,White,425,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,46,Male,Black/African American,426,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,46,Male,White,427,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,45,Male,White,428,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,45,Female,White,429,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,22,45,Male,White,430,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,45,Male,White,431,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,44,Female,White,432,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,22,54,Female,White,433,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,49,Female,White,434,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,22,44,Female,White,435,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,20,41,Female,White,436,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Lieutenant,20,42,Male,White,437,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Captain,21,45,Male,White,438,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Property Control Tech,22,69,Female,Black/African American,439,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Questioned Documents Specialst,22,52,Male,White,440,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,50,Male,White,441,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,49,Male,White,442,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,49,Male,Black/African American,443,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,48,Male,White,444,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,48,Male,Black/African American,445,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Lieutenant,22,48,Male,White,446,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Lieutenant,22,47,Male,White,447,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,22,47,Male,White,448,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,46,Male,White,449,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,22,46,Male,White,450,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,46,Male,Asian / Pacific Islander,451,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,46,Male,Black/African American,452,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,22,45,Male,Asian / Pacific Islander,453,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Technical Systems Specialist,21,62,Male,White,454,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Office Assistant V,21,65,Female,White,455,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Office Assistant IV,21,49,Female,White,456,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,21,52,Male,Hispanic/Latino,457,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,21,50,Male,White,458,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,49,Male,White,459,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,49,Male,White,460,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,49,Male,Asian / Pacific Islander,461,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,48,Male,Asian / Pacific Islander,462,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,48,Male,White,463,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,47,Male,White,464,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,21,46,Male,White,465,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,45,Male,White,466,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,45,Male,White,467,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,45,Male,White,468,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,43,Male,White,469,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,43,Male,White,470,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Property Control Tech,21,52,Female,Black/African American,471,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommun Supv,21,44,Female,White,472,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,21,50,Female,Black/African American,473,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Business Systems Supervisor,21,51,Male,White,474,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,39,Male,Black/African American,475,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,42,Male,White,476,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,45,Female,White,477,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Captain,21,54,Male,White,478,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Lieutenant,21,51,Male,White,479,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,50,Male,White,480,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,49,Male,White,481,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,49,Male,White,482,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,48,Male,White,483,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,48,Male,White,484,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,48,Male,White,485,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Captain,23,48,Male,White,486,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,21,48,Male,White,487,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,47,Male,White,488,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Administrative Officer I,21,47,Female,White,489,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Lieutenant,21,47,Male,White,490,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Captain,21,47,Male,Black/African American,491,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,47,Male,White,492,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,47,Male,American Indian/Alaska Native,493,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,46,Female,Black/African American,494,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Lieutenant,21,45,Male,White,495,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,21,44,Male,White,496,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,44,Male,White,497,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,43,Female,White,498,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Captain,21,43,Male,White,499,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,54,Female, ,500,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,21,48,Female,Black/African American,501,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,21,49,Female,White,502,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,20,40,Male,Black/African American,503,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,20,49,Male,White,504,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,20,49,Male,White,505,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,20,48,Male,White,506,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
